City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Amparafaravola,MG,-17.5833,48.2167,73.29,48,54,12.95,broken clouds
469,Kysyl-Syr,RU,63.8986,122.7617,33.51,94,99,7.27,light snow
470,Salinopolis,BR,-0.6136,-47.3561,82.98,71,58,11.59,broken clouds
471,Hay River,CA,60.8156,-115.7999,40.98,93,40,6.91,scattered clouds
472,Saskylakh,RU,71.9167,114.0833,28.92,95,67,7.4,broken clouds
473,Asuncion,PY,-25.3007,-57.6359,72.84,43,0,17.27,clear sky
474,Klyuchi,RU,52.2667,79.1667,55.67,34,0,7.31,clear sky
475,Senanga,ZM,-16.1167,23.2667,98.64,11,0,3.65,clear sky
476,Hami,CN,42.8,93.45,72.27,13,100,2.77,overcast clouds
477,Nizhniy Baskunchak,RU,48.2198,46.8311,86.72,38,100,13.71,overcast clouds
478,Alihe,CN,50.5667,123.7167,41.22,64,7,11.34,clear sky
479,Key West,US,24.5557,-81.7826,82.99,73,7,8.66,clear sky
480,Lorengau,PG,-2.0226,147.2712,81.82,76,58,6.85,broken clouds
481,Grand Gaube,MU,-20.0064,57.6608,73.8,72,71,8.99,broken clouds
482,Mount Isa,AU,-20.7333,139.5,73.17,28,0,4.61,clear sky
483,Mongu,ZM,-15.2484,23.1274,97.79,12,4,4.94,clear sky
484,Cidreira,BR,-30.1811,-50.2056,63.37,67,99,15.52,overcast clouds
485,Praia Da Vitoria,PT,38.7333,-27.0667,79.05,78,20,7.09,few clouds
486,Quatre Cocos,MU,-20.2078,57.7625,73.51,75,34,15.7,light rain
487,Eureka,US,40.8021,-124.1637,56.75,91,100,1.01,moderate rain
488,Tazovskiy,RU,67.4667,78.7,48.61,71,18,9.33,few clouds
489,Sungairaya,ID,0.7,108.9,76.96,92,100,1.79,moderate rain
490,Conceicao Do Araguaia,BR,-8.2578,-49.2647,92.71,39,16,8.95,few clouds
491,Sutton,GB,51.35,-0.2,65.12,55,40,11.5,scattered clouds
492,Ola,RU,59.5833,151.2833,34.14,87,59,1.77,broken clouds
493,Berbera,SO,10.4396,45.0143,93.24,54,0,9.64,clear sky
494,Evensk,RU,61.95,159.2333,39.07,51,0,8.1,clear sky
495,Nome,US,64.5011,-165.4064,46.47,87,100,31.07,overcast clouds
496,San Bartolome De Tirajana,ES,27.9248,-15.5733,68.32,79,75,5.75,broken clouds
497,Bengkulu,ID,-3.8004,102.2655,76.57,88,100,2.86,overcast clouds
498,Tena,EC,-0.9833,-77.8167,66.36,58,13,0.67,few clouds
499,Dangtu,CN,31.5723,118.4928,75.25,72,2,5.46,clear sky
500,Redlands,US,34.0556,-117.1825,66.78,81,100,3.44,overcast clouds
501,Hofn,IS,64.2539,-15.2082,45.73,75,60,0.69,broken clouds
502,Angul,IN,20.85,85.1,79.43,90,100,3.2,heavy intensity rain
503,Murindo,CO,6.9848,-76.7544,76.01,94,99,3.67,overcast clouds
504,Kieta,PG,-6.2167,155.6333,79.47,85,58,7.63,moderate rain
505,Tondano,ID,1.3038,124.9112,69.89,96,98,2.04,overcast clouds
506,Avera,US,33.194,-82.5271,70.56,76,0,8.48,clear sky
507,Gibara,CU,21.1097,-76.1317,83.66,73,12,14.34,few clouds
508,Berdigestyakh,RU,62.0989,126.6992,28.27,93,12,7.7,few clouds
509,Tukan,RU,53.8409,57.4552,59.41,94,99,4.65,overcast clouds
510,Kamenka,RU,51.3223,42.7678,79.68,48,57,21.74,broken clouds
511,Constitucion,CL,-35.3333,-72.4167,47.3,70,2,9.04,clear sky
512,Innisfail,AU,-17.5333,146.0333,73.6,94,31,0.89,scattered clouds
513,High Level,CA,58.5169,-117.136,32.11,92,0,0.0,clear sky
514,Athmallik,IN,20.7219,84.5348,80.31,87,100,3.15,heavy intensity rain
515,Marsh Harbour,BS,26.5412,-77.0636,82.99,72,100,12.88,overcast clouds
516,Katakwi,UG,1.8911,33.9661,87.46,32,39,1.88,scattered clouds
517,Tongchuan,CN,35.0806,109.0897,73.42,64,100,4.68,overcast clouds
518,Narasannapeta,IN,18.4167,84.05,81.32,81,100,4.25,overcast clouds
519,Benghazi,LY,32.1167,20.0667,84.24,51,0,10.11,clear sky
520,Kashi,CN,39.4547,75.9797,78.01,25,40,11.18,scattered clouds
521,Ransang,PH,8.9603,117.5828,79.99,84,100,5.53,overcast clouds
522,Mercedes,AR,-34.6515,-59.4307,64.78,53,100,10.65,overcast clouds
523,Bandarbeyla,SO,9.4942,50.8122,84.56,60,2,29.12,clear sky
524,Dhidhdhoo,MV,6.8833,73.1,81.79,75,99,9.55,overcast clouds
525,Shalinskoye,RU,55.7228,93.7594,44.26,69,5,3.13,clear sky
526,Moroni,KM,-11.7022,43.2551,80.6,69,75,3.44,light rain
527,Prieska,ZA,-29.6641,22.7474,79.09,16,100,18.16,overcast clouds
528,Kurayoshi,JP,35.4333,133.8167,84.11,86,100,11.5,heavy intensity rain
529,Gamba,GA,-2.65,10.0,80.04,68,89,8.79,overcast clouds
530,Candolim,IN,15.5181,73.7626,77.0,94,100,5.75,overcast clouds
531,Ambon,ID,-3.6954,128.1814,81.23,13,75,4.61,broken clouds
532,Saint-Georges,GD,12.0564,-61.7485,85.68,79,20,20.71,few clouds
533,Belebey,RU,54.1167,54.1167,65.34,80,100,6.2,overcast clouds
534,Hue,VN,16.4667,107.6,82.51,83,20,4.61,few clouds
535,Khash,IR,28.2211,61.2158,89.01,11,65,17.34,broken clouds
536,Tautira,PF,-17.7333,-149.15,77.16,72,22,20.27,few clouds
537,Machado,BR,-21.6747,-45.9197,67.48,42,0,6.69,clear sky
538,Peachland,CA,49.7665,-119.7357,52.99,76,100,3.56,overcast clouds
539,Birao,CF,10.2849,22.7882,82.94,67,65,4.52,broken clouds
540,Caravelas,BR,-17.7125,-39.2481,69.48,74,100,6.76,overcast clouds
541,Sao Joao Dos Patos,BR,-6.495,-43.7022,91.06,33,25,6.53,scattered clouds
542,Pangnirtung,CA,66.1451,-65.7125,41.11,56,0,3.51,clear sky
543,Malayal,PH,7.208,121.942,80.4,82,100,2.82,overcast clouds
544,Baghdad,IQ,33.3406,44.4009,105.71,15,0,6.91,clear sky
545,Geraldton,AU,-28.7667,114.6,57.61,88,40,6.91,scattered clouds
546,Semenyih,MY,2.9516,101.843,80.38,85,100,0.56,overcast clouds
547,Port Blair,IN,11.6667,92.75,82.44,78,75,11.5,mist
548,Komsomolskiy,UZ,40.4272,71.7189,83.12,24,2,6.91,clear sky
549,Leiyang,CN,26.4024,112.8591,84.7,49,3,5.84,clear sky
550,Tortoli,IT,39.9256,9.6572,78.91,43,72,9.04,broken clouds
551,Chumikan,RU,54.7183,135.315,48.25,95,100,14.67,light rain
552,Jinka,ET,5.65,36.65,83.61,31,89,2.06,overcast clouds
553,Wheatley,GB,51.7473,-1.1394,65.91,53,75,12.66,broken clouds
554,Maraa,BR,-1.8333,-65.3667,81.43,75,100,1.83,overcast clouds
555,Liepaja,LV,56.5419,21.0367,60.78,63,20,6.91,few clouds
556,Kimbe,PG,-5.5502,150.1429,76.35,87,74,4.79,broken clouds
557,Hibbing,US,47.4272,-92.9377,60.57,84,100,9.22,overcast clouds
558,Morro Bay,US,35.3658,-120.8499,59.88,87,68,1.01,broken clouds
559,Khudumelapye,BW,-23.8833,24.75,91.67,9,0,12.15,clear sky
560,Thunder Bay,CA,48.4001,-89.3168,58.91,100,100,8.05,mist
561,Merritt,CA,50.1123,-120.7942,40.51,81,98,0.51,overcast clouds
562,Sidi Ali,DZ,36.0998,0.4206,85.68,48,1,16.71,clear sky
563,Portree,GB,57.4129,-6.1942,55.53,85,100,3.09,overcast clouds
564,Liberal,US,37.0431,-100.921,69.04,45,0,15.43,clear sky
565,Lerwick,GB,60.1545,-1.1494,53.6,67,70,16.51,broken clouds
566,Huangyan,CN,28.6478,121.2594,75.6,78,100,6.06,overcast clouds
567,Flinders,AU,-34.5833,150.8552,59.18,62,0,4.0,clear sky
568,Shache,CN,38.4167,77.2406,78.6,23,0,7.94,clear sky
569,Semey,KZ,50.4111,80.2275,68.22,24,0,11.18,clear sky
570,Salta,AR,-24.7859,-65.4117,59.59,51,0,2.3,clear sky
571,Mariental,NA,-24.6333,17.9667,87.08,7,5,22.1,clear sky
572,Tambopata,PE,-12.7333,-69.1833,78.69,73,0,1.14,clear sky
573,Sim,RU,54.993,57.6982,62.35,92,87,2.19,overcast clouds
574,Estelle,US,29.8458,-90.1067,82.99,82,0,1.01,clear sky
575,Sarankhola,BD,22.3082,89.7897,80.42,88,20,4.76,few clouds
576,Atambua,ID,-9.1061,124.8925,74.41,79,18,0.69,few clouds
577,Beringovskiy,RU,63.05,179.3167,41.38,75,98,5.93,overcast clouds
578,Bogorodskoye,RU,56.55,37.8833,59.23,69,100,8.03,overcast clouds
579,Cocobeach,GA,1.0002,9.5823,78.67,80,57,13.42,light rain
580,Yamada,JP,39.4667,141.95,74.93,96,100,11.18,overcast clouds
581,Uelzen,DE,52.9667,10.5667,56.48,68,79,14.18,moderate rain
582,Jalu,LY,29.0331,21.5482,97.92,10,0,5.84,clear sky
583,Saldanha,ZA,-33.0117,17.9442,64.45,59,0,19.3,clear sky
584,Langsa,ID,4.4683,97.9683,75.51,94,100,1.61,overcast clouds
585,Buala,SB,-8.145,159.5921,78.35,87,100,4.25,light rain
586,Grand-Santi,GF,4.25,-54.3833,84.78,61,47,4.63,scattered clouds
587,Hillsborough,US,37.5741,-122.3794,63.43,79,20,10.36,few clouds
588,Broken Hill,AU,-31.95,141.4333,53.37,55,3,4.45,clear sky
589,Nizhniy Kuranakh,RU,58.8353,125.4869,28.71,88,97,6.85,overcast clouds
590,Shelburne,CA,44.0787,-80.2041,66.65,93,100,14.03,overcast clouds
591,Hobyo,SO,5.3505,48.5268,80.74,69,80,27.13,broken clouds
592,Bria,CF,6.5423,21.9863,75.85,79,98,6.15,overcast clouds
593,Rozivka,UA,46.9385,35.7724,84.52,37,100,18.7,overcast clouds
594,Cape Coast,GH,5.1053,-1.2466,77.67,83,35,13.89,scattered clouds
595,Abu Dhabi,AE,24.4667,54.3667,98.62,48,0,9.22,clear sky
596,Palmer,US,42.1584,-72.3287,68.65,85,75,4.61,broken clouds
597,Slave Lake,CA,55.2834,-114.769,49.98,100,100,6.91,overcast clouds
598,Rabat,MA,33.9911,-6.8401,81.05,77,40,8.05,scattered clouds
599,Luderitz,NA,-26.6481,15.1594,62.1,63,0,29.77,clear sky
600,Matara,LK,5.9485,80.5353,79.77,81,100,10.74,overcast clouds
601,Roma,US,43.2128,-75.4557,70.83,92,77,1.01,broken clouds
602,Kutum,SD,14.2,24.6667,88.56,27,64,11.79,broken clouds
603,Damietta,EG,31.4165,31.8133,84.09,56,0,14.05,clear sky
604,Acapulco,MX,16.8634,-99.8901,73.85,96,100,4.09,overcast clouds
605,Pauini,BR,-7.7136,-66.9764,87.85,49,100,4.23,overcast clouds
606,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,92.1,29,6,15.66,clear sky
607,Yatou,CN,37.15,122.3833,67.59,72,0,24.14,clear sky
608,Pangkalanbuun,ID,-2.6833,111.6167,76.75,94,100,2.42,overcast clouds
609,Brownsville,US,25.9018,-97.4975,78.1,96,31,3.78,scattered clouds
610,Praya,CV,14.9215,-23.5087,82.94,65,40,13.8,scattered clouds
611,Kofele,ET,7.0667,38.7833,61.0,74,81,3.56,moderate rain
612,Bubaque,GW,11.2833,-15.8333,79.02,77,100,3.38,moderate rain
613,Noumea,NC,-22.2763,166.4572,67.98,85,0,6.73,clear sky
614,Simao,CN,22.7886,100.9748,70.5,80,100,2.62,overcast clouds
615,Shentala,RU,54.45,51.4833,70.29,47,73,7.11,broken clouds
616,Dalvik,IS,65.9702,-18.5286,53.53,65,34,2.01,scattered clouds
617,Rock Sound,BS,24.9,-76.2,83.39,72,10,13.67,clear sky
618,Vung Tau,VN,10.346,107.0843,81.77,80,100,11.25,overcast clouds
619,Calama,CL,-22.4667,-68.9333,45.09,29,0,14.97,clear sky
620,Dorado,PR,18.4588,-66.2677,77.86,88,75,31.07,shower rain
621,Yangambi,CD,0.8102,24.4336,78.17,87,90,4.27,moderate rain
622,Xapuri,BR,-10.6517,-68.5044,86.05,50,0,4.32,clear sky
623,Minsk,BY,53.9,27.5667,55.15,67,100,6.82,overcast clouds
624,Gasa,PS,31.5,34.4667,86.88,60,0,12.62,clear sky
625,Mayumba,GA,-3.432,10.6554,78.62,74,39,8.03,scattered clouds
626,Bairiki,KI,1.3292,172.9752,82.4,78,20,8.05,few clouds
627,Honiara,SB,-9.4333,159.95,77.95,84,100,8.55,overcast clouds
628,Pontes E Lacerda,BR,-15.2261,-59.3353,93.72,28,0,4.03,clear sky
629,Campbell River,CA,50.0163,-125.2446,53.46,79,1,6.87,clear sky
630,Paka,MY,4.6374,103.4368,76.98,88,95,4.61,moderate rain
631,Fallon,US,39.4735,-118.7774,61.92,37,100,4.63,overcast clouds
632,Isangel,VU,-19.55,169.2667,75.31,88,40,6.91,scattered clouds
633,Stephenville,US,32.2207,-98.2023,74.25,88,0,5.75,clear sky
634,Champaign,US,40.1334,-88.2001,66.2,88,40,9.22,scattered clouds
635,Bonthe,SL,7.5264,-12.505,73.98,96,100,8.41,heavy intensity rain
636,Tingi,TZ,-11.3,35.0333,80.8,28,86,3.98,overcast clouds
637,Rundu,NA,-17.9333,19.7667,99.07,8,5,1.97,clear sky
638,Havoysund,NO,70.9963,24.6622,44.83,86,100,21.0,light rain
639,Khasan,RU,42.4308,130.6434,64.51,64,14,19.82,few clouds
640,Namatanai,PG,-3.6667,152.4333,79.61,84,84,7.38,light rain
641,Xining,CN,36.6167,101.7667,58.01,78,90,3.4,overcast clouds
642,Weihai,CN,37.5017,122.1136,69.53,67,0,27.2,clear sky
643,Talnakh,RU,69.4865,88.3972,36.55,100,100,5.35,light rain
644,Laredo,US,27.5064,-99.5075,78.13,84,0,7.74,clear sky
645,Mananjary,MG,-21.2167,48.3333,74.28,66,15,10.56,few clouds
646,Shingu,JP,33.7333,135.9833,79.93,93,100,17.02,overcast clouds
647,Barcelona,ES,41.3888,2.159,82.15,55,20,10.36,few clouds
648,Nichinan,JP,31.6,131.3667,78.91,94,100,42.73,heavy intensity rain
649,San Policarpo,PH,12.1791,125.5072,79.75,84,100,5.08,overcast clouds
650,Brookings,US,44.3114,-96.7984,58.37,95,100,1.99,overcast clouds
651,Finote Selam,ET,10.7,37.2667,67.42,86,100,1.97,moderate rain
652,Puerto Escondido,MX,15.85,-97.0667,74.23,73,100,2.3,overcast clouds
653,Oakdale,US,44.963,-92.9649,64.72,90,100,10.36,overcast clouds
654,Kangaatsiaq,GL,68.3065,-53.4641,39.27,89,100,9.69,light rain
655,Kilindoni,TZ,-7.9139,39.6668,78.1,70,11,12.5,few clouds
656,Mogoytuy,RU,51.2833,114.9167,43.99,57,97,6.96,overcast clouds
657,Clarence Town,AU,-32.5833,151.7833,61.86,66,100,6.04,overcast clouds
658,Shaoyang,CN,27.2315,111.4525,86.41,44,72,9.4,broken clouds
659,Pundaguitan,PH,6.3711,126.1689,84.25,72,100,9.8,overcast clouds
660,Oktyabrskiy,RU,54.4815,53.471,69.1,68,39,6.31,scattered clouds
661,Truth Or Consequences,US,33.1284,-107.2528,69.08,44,0,2.21,clear sky
662,Marawi,PH,7.9986,124.2928,69.8,93,99,2.89,overcast clouds
663,Borogontsy,RU,62.6683,131.1683,33.03,82,100,9.86,overcast clouds
664,Edd,ER,13.9297,41.6925,93.18,67,20,16.02,few clouds
665,Tibagi,BR,-24.5094,-50.4136,64.11,50,0,7.65,clear sky
666,Kukuna,SL,9.4,-12.6667,73.94,97,100,4.16,light rain
667,Macon,US,39.8667,-88.9668,67.87,87,100,12.03,light rain
668,Aleysk,RU,52.4926,82.7822,55.62,37,0,5.84,clear sky
669,Dunedin,NZ,-45.8742,170.5036,48.79,88,59,4.0,broken clouds
670,Zhigansk,RU,66.7697,123.3711,33.89,97,100,13.53,light snow
671,Sobolevo,RU,54.4299,31.8996,53.56,75,100,11.12,light rain
672,Songjianghe,CN,42.1859,127.479,46.35,97,0,3.8,clear sky
673,Paamiut,GL,61.994,-49.6678,45.46,86,100,5.53,overcast clouds
674,Ordzhonikidze,KZ,52.4411,61.7408,72.27,30,31,7.34,scattered clouds
675,Vysokogornyy,RU,50.1167,139.15,47.62,99,63,4.32,broken clouds
676,Cartagena,CO,10.3997,-75.5144,81.03,80,100,6.98,overcast clouds
677,Itaituba,BR,-4.2761,-55.9836,90.72,44,85,5.08,overcast clouds
678,Rio Gallegos,AR,-51.6226,-69.2181,40.71,59,35,4.61,scattered clouds
679,Valparaiso,CL,-33.0393,-71.6273,57.0,100,66,11.23,broken clouds
680,Aklavik,CA,68.2191,-135.0107,42.76,76,93,3.49,overcast clouds
681,Dubai,AE,25.2582,55.3047,96.73,49,0,16.11,clear sky
682,Goleta,TN,36.8181,10.305,82.4,44,20,4.61,few clouds
683,Wanaka,NZ,-44.7,169.15,40.8,91,100,5.61,light rain
684,Emba,KZ,48.8264,58.1442,76.87,30,48,3.83,scattered clouds
685,Kobryn,BY,52.2138,24.3564,55.67,70,100,9.82,overcast clouds
686,Cam Ranh,VN,11.9214,109.1591,80.56,83,40,2.3,scattered clouds
687,Singaparna,ID,-7.3515,108.111,71.91,95,96,3.04,overcast clouds
688,Macas,EC,-2.3167,-78.1167,71.83,75,4,0.31,clear sky
689,Xinzhou,CN,38.4092,112.7333,69.64,52,93,3.06,overcast clouds
690,The Valley,AI,18.217,-63.0578,82.09,78,100,23.31,overcast clouds
691,Mount Pleasant,US,32.7941,-79.8626,78.01,87,0,9.22,clear sky
692,Petapa,GT,14.5028,-90.5517,66.25,93,100,4.12,overcast clouds
693,Kosiv,UA,48.3107,25.0958,50.81,73,100,10.96,overcast clouds
694,North Bend,US,43.4065,-124.2243,54.91,100,100,3.44,overcast clouds
695,Katobu,ID,-4.9408,122.5276,76.69,86,99,5.68,overcast clouds
696,Carutapera,BR,-1.195,-46.02,85.3,62,100,9.51,overcast clouds
697,Kichmengskiy Gorodok,RU,59.9816,45.7854,56.88,61,100,6.87,overcast clouds
698,Kampene,CD,-3.6,26.6667,78.22,78,100,4.92,light rain
699,Tual,ID,-5.6667,132.75,81.75,77,100,13.18,overcast clouds
700,Mundo Nuevo,MX,18.7,-95.5,76.3,93,100,7.52,overcast clouds
701,Kontagora,NG,10.3999,5.4695,82.44,69,46,3.02,light rain
702,Ponta Delgada,PT,37.7333,-25.6667,77.72,73,20,8.05,few clouds
703,Biak,ID,-0.9131,122.8766,77.23,83,100,3.29,overcast clouds
