City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Longyearbyen,SJ,2022-09-17 15:53:51,78.2186,15.6401,28.24,80,40,10.36
275,Terrace Bay,CA,2022-09-17 15:53:51,48.7834,-87.1,57.02,98,100,5.01
276,Barabai,ID,2022-09-17 15:53:51,-2.5833,115.3833,75.18,93,99,1.25
277,Huarmey,PE,2022-09-17 15:54:52,-10.0681,-78.1522,68.9,73,12,12.73
278,Bhag,PK,2022-09-17 15:54:52,29.0415,67.8239,95.02,37,0,7.2
279,Raudeberg,NO,2022-09-17 15:54:52,61.9875,5.1352,48.96,70,100,25.93
280,Phan Thiet,VN,2022-09-17 15:53:54,10.9333,108.1,79.77,81,95,8.01
281,Sept-Iles,CA,2022-09-17 15:50:51,50.2001,-66.3821,60.06,55,40,16.11
282,Nishihara,JP,2022-09-17 15:54:53,26.1842,127.7558,82.45,86,100,31.07
283,Bethel,US,2022-09-17 15:51:13,41.3712,-73.414,68.02,62,100,0.0
284,Takaka,NZ,2022-09-17 15:54:53,-40.85,172.8,46.56,79,29,3.71
285,Pimentel,PE,2022-09-17 15:54:54,-6.8367,-79.9342,68.29,73,20,9.22
286,Road Town,VG,2022-09-17 15:54:26,18.4167,-64.6167,81.05,80,100,28.77
287,Potiskum,NG,2022-09-17 15:54:54,11.7091,11.0694,77.2,78,100,2.77
288,Sao Domingos Do Maranhao,BR,2022-09-17 15:54:55,-5.5758,-44.3853,102.49,22,83,4.52
289,Chirongui,YT,2022-09-17 15:54:55,-12.9319,45.1483,76.93,71,8,1.14
290,Candelaria,PH,2022-09-17 15:54:55,13.9311,121.4233,78.39,91,100,4.07
291,Cayenne,GF,2022-09-17 15:52:54,4.9333,-52.3333,89.64,62,75,6.91
292,Kailua,US,2022-09-17 15:54:05,21.4022,-157.7394,73.44,92,67,7.67
293,Anadyr,RU,2022-09-17 15:54:56,64.75,177.4833,41.5,80,40,11.18
294,Ballina,AU,2022-09-17 15:54:22,-28.8667,153.5667,61.02,68,0,8.39
295,Saint-Pierre,RE,2022-09-17 15:54:56,-21.3393,55.4781,71.28,78,20,24.16
296,Kirakira,SB,2022-09-17 15:54:57,-10.4544,161.9205,78.8,87,65,10.6
297,Provideniya,RU,2022-09-17 15:54:57,64.3833,-173.3,45.03,93,100,14.25
298,Kahului,US,2022-09-17 15:54:58,20.8947,-156.47,74.84,87,40,1.99
299,Mount Isa,AU,2022-09-17 15:54:58,-20.7333,139.5,73.17,23,10,11.5
300,Labuan,MY,2022-09-17 15:54:59,5.2767,115.2417,79.16,89,20,0.0
301,Quelimane,MZ,2022-09-17 15:54:59,-17.8786,36.8883,78.75,69,0,18.41
302,Xuanhua,CN,2022-09-17 15:55:00,40.6103,115.0447,63.3,31,1,6.71
303,Flinders,AU,2022-09-17 15:55:00,-34.5833,150.8552,58.17,63,15,5.01
304,Shaunavon,CA,2022-09-17 15:55:01,49.6501,-108.4181,58.89,60,100,5.88
305,Xuchang,CN,2022-09-17 15:55:01,34.0167,113.8167,71.6,54,38,3.06
306,Christchurch,NZ,2022-09-17 15:55:01,-43.5333,172.6333,45.91,85,100,3.44
307,Nushki,PK,2022-09-17 15:55:02,29.5542,66.0215,84.65,13,0,0.43
308,Beloha,MG,2022-09-17 15:55:03,-25.1667,45.05,73.99,54,48,7.27
309,Vikarabad,IN,2022-09-17 15:55:03,17.3333,77.9,75.02,78,100,6.13
310,Namibe,AO,2022-09-17 15:55:03,-15.1961,12.1522,72.23,73,75,13.8
311,Goianapolis,BR,2022-09-17 15:55:04,-16.5106,-49.0239,86.22,26,21,4.52
312,Tecoanapa,MX,2022-09-17 15:55:04,16.5167,-98.75,76.78,94,100,15.75
313,Kyzyl,RU,2022-09-17 15:55:05,51.7,94.45,46.51,70,93,5.23
314,Sulphur,US,2022-09-17 15:51:53,30.2366,-93.3774,89.58,62,0,9.22
315,Bilma,NE,2022-09-17 15:55:05,18.6853,12.9164,101.75,21,37,11.34
316,Yulara,AU,2022-09-17 15:55:06,-25.2406,130.9889,59.38,25,0,8.43
317,Ixtapa,MX,2022-09-17 15:55:06,20.7,-105.2,84.22,79,100,1.99
318,Ust-Kulom,RU,2022-09-17 15:55:06,61.6864,53.6902,52.99,74,100,7.23
319,Birjand,IR,2022-09-17 15:55:07,32.8663,59.2211,81.07,12,0,9.22
320,Vila,PT,2022-09-17 15:55:07,42.0304,-8.1588,72.7,59,100,1.34
321,Nampula,MZ,2022-09-17 15:56:08,-15.1165,39.2666,79.81,39,21,11.99
322,Bairiki,KI,2022-09-17 15:56:08,1.3292,172.9752,80.6,78,20,5.75
323,Montrose,US,2022-09-17 15:56:08,38.4166,-108.2673,57.72,36,50,10.85
324,San Patricio,US,2022-09-17 15:56:09,28.017,-97.5169,89.47,58,8,9.78
325,Zlobin,HR,2022-09-17 15:56:09,45.2924,14.6541,50.79,77,75,11.5
326,Praia,CV,2022-09-17 15:56:10,14.9215,-23.5087,84.74,65,20,14.97
327,Osoyoos,CA,2022-09-17 15:56:10,49.0331,-119.4524,54.01,66,100,2.3
328,Nyurba,RU,2022-09-17 15:56:11,63.2842,118.3319,31.24,83,97,6.91
329,Sao Felix Do Xingu,BR,2022-09-17 15:56:11,-6.6447,-51.995,102.79,25,98,3.62
330,Athabasca,CA,2022-09-17 15:56:11,54.7169,-113.2854,52.21,75,9,5.12
331,Nelson Bay,AU,2022-09-17 15:56:12,-32.7167,152.15,62.1,54,2,13.0
332,Tefe,BR,2022-09-17 15:56:12,-3.3542,-64.7114,87.91,66,20,5.75
333,Mana,GF,2022-09-17 15:56:13,5.6592,-53.7767,88.16,60,7,10.78
334,Vestmannaeyjar,IS,2022-09-17 15:56:13,63.4427,-20.2734,52.79,62,0,5.75
335,Kirkenes,NO,2022-09-17 15:56:14,69.7271,30.0458,47.35,100,100,14.97
336,Mackay,AU,2022-09-17 15:56:14,-21.15,149.2,68.68,93,1,3.13
337,Igurusi,TZ,2022-09-17 15:56:15,-8.85,33.85,75.72,39,56,3.44
338,Half Moon Bay,US,2022-09-17 15:56:15,37.4636,-122.4286,62.62,82,100,14.97
339,Itacoatiara,BR,2022-09-17 15:56:15,-3.1431,-58.4442,100.83,29,80,4.03
340,Matay,EG,2022-09-17 15:56:16,28.419,30.7792,87.42,23,0,7.4
341,Nantucket,US,2022-09-17 15:52:48,41.2835,-70.0995,68.11,51,0,11.5
342,Lamu,KE,2022-09-17 15:56:16,-2.2717,40.902,75.58,79,44,11.45
343,Upernavik,GL,2022-09-17 15:56:17,72.7868,-56.1549,35.08,61,43,18.66
344,Abu Zabad,SD,2022-09-17 15:56:17,12.35,29.25,81.91,63,55,6.15
345,Flin Flon,CA,2022-09-17 15:56:18,54.7682,-101.865,49.84,87,75,4.61
346,Guanare,VE,2022-09-17 15:56:18,9.0418,-69.7421,87.57,58,88,4.63
347,Marawi,PH,2022-09-17 15:56:18,7.9986,124.2928,69.15,89,84,4.03
348,Touros,BR,2022-09-17 15:56:19,-5.1989,-35.4608,84.83,57,54,13.71
349,Geraldton,AU,2022-09-17 15:56:19,-28.7667,114.6,54.01,94,0,4.61
350,Bay-Khaak,RU,2022-09-17 15:56:20,51.1667,94.5,44.55,77,100,2.33
351,Antioquia,CO,2022-09-17 15:56:20,7.0,-75.5,64.29,76,73,4.29
352,Verkhnevilyuysk,RU,2022-09-17 15:56:20,63.4453,120.3167,32.88,85,100,6.62
353,Inirida,CO,2022-09-17 15:56:21,3.8653,-67.9239,84.15,75,71,1.95
354,Guerrero Negro,MX,2022-09-17 15:56:21,27.9769,-114.0611,70.93,73,2,14.56
355,Msanga,TZ,2022-09-17 15:56:22,-6.05,36.0333,81.84,45,38,12.19
356,Jinxiang,CN,2022-09-17 15:56:22,27.4327,120.6062,75.92,83,25,3.83
357,Deputatskiy,RU,2022-09-17 15:56:22,69.3,139.9,27.03,90,90,4.12
358,Isangel,VU,2022-09-17 15:56:23,-19.55,169.2667,77.11,83,40,11.5
359,Cap Malheureux,MU,2022-09-17 15:56:23,-19.9842,57.6142,72.46,68,0,8.01
360,Hearst,CA,2022-09-17 15:56:24,49.6835,-83.6665,52.05,99,100,8.88
361,Airai,TL,2022-09-17 15:56:24,-8.9266,125.4092,59.72,67,90,1.59
362,Teguldet,RU,2022-09-17 15:56:24,57.3064,88.1667,47.21,83,92,3.78
363,Dalianwan,CN,2022-09-17 15:56:25,39.0286,121.695,68.04,94,0,2.24
364,Shache,CN,2022-09-17 15:56:25,38.4167,77.2406,75.7,24,100,4.38
365,Maragogi,BR,2022-09-17 15:56:25,-9.0122,-35.2225,79.41,67,27,10.0
366,Olafsvik,IS,2022-09-17 15:56:26,64.8945,-23.7142,48.38,76,97,7.47
367,Plettenberg Bay,ZA,2022-09-17 15:57:26,-34.0527,23.3716,59.14,82,100,5.35
368,Alugan,PH,2022-09-17 15:57:26,12.2188,125.4808,79.0,84,99,6.13
369,Kropotkin,RU,2022-09-17 15:57:27,45.4375,40.5756,75.61,53,12,3.22
370,Katete,UG,2022-09-17 15:57:27,-0.7818,29.7544,70.63,70,33,2.37
371,Latung,PH,2022-09-17 15:57:28,5.5,120.8833,83.7,74,97,9.13
372,Kastamonu,TR,2022-09-17 15:57:28,41.5,33.6667,71.1,51,57,5.06
373,Mayumba,GA,2022-09-17 15:57:28,-3.432,10.6554,74.71,86,100,10.85
374,Zhuanghe,CN,2022-09-17 15:57:29,39.7008,122.9911,67.35,89,64,4.21
375,Hurghada,EG,2022-09-17 15:55:32,27.2574,33.8129,91.44,33,0,6.91
376,Moyale,KE,2022-09-17 15:57:29,3.5167,39.0584,76.8,39,27,11.03
377,Nanortalik,GL,2022-09-17 15:57:30,60.1432,-45.2371,45.23,89,100,4.38
378,Urusha,RU,2022-09-17 15:57:30,54.05,122.9,38.05,97,100,8.99
379,Fonte Boa,BR,2022-09-17 15:57:31,-2.4959,-66.2662,91.44,49,99,3.06
380,Tiznit,MA,2022-09-17 15:57:31,29.5833,-9.5,71.26,64,33,12.71
381,Adeje,ES,2022-09-17 15:57:31,28.1227,-16.726,79.68,64,20,9.22
382,Andenes,NO,2022-09-17 15:57:32,69.3143,16.1194,49.93,87,75,25.32
383,Davila,PH,2022-09-17 15:57:32,18.4726,120.5763,78.78,79,100,13.71
384,Idenao,CM,2022-09-17 15:57:32,4.2475,9.0047,76.5,89,100,4.59
385,Kavaratti,IN,2022-09-17 15:57:33,10.5669,72.642,80.78,80,100,11.92
386,Abu Samrah,SY,2022-09-17 15:57:33,35.3029,37.1841,88.83,23,0,9.93
387,Ninh Binh,VN,2022-09-17 15:57:33,20.2539,105.975,78.44,90,52,2.33
388,Meadow Lake,US,2022-09-17 15:57:34,34.8014,-106.5436,78.21,26,0,10.45
389,Lafia,NG,2022-09-17 15:57:34,8.4833,8.5167,77.13,84,95,6.69
390,Darnah,LY,2022-09-17 15:57:34,32.767,22.6367,77.2,67,0,10.87
391,Jiwani,PK,2022-09-17 15:57:35,25.05,61.7417,81.14,85,29,6.13
392,Peterhead,GB,2022-09-17 15:57:35,57.5058,-1.7981,54.0,72,91,19.62
393,Collie,AU,2022-09-17 15:57:35,-33.3667,116.15,44.2,96,0,2.21
394,Dong Hoi,VN,2022-09-17 15:57:36,17.4833,106.6,79.65,86,8,5.19
395,Narsaq,GL,2022-09-17 15:57:36,60.9167,-46.05,50.23,76,100,3.56
396,Doha,QA,2022-09-17 15:54:11,25.2867,51.5333,95.31,40,0,17.27
397,Batagay-Alyta,RU,2022-09-17 15:57:36,67.8006,130.4114,28.17,57,21,6.4
398,Soyaux,FR,2022-09-17 15:57:37,45.65,0.2,67.86,33,0,11.5
399,Hovd,MN,2022-09-17 15:57:37,48.0056,91.6419,44.96,52,87,4.0
400,Siocon,PH,2022-09-17 15:57:38,7.7061,122.1353,78.85,87,67,3.09
401,Waterloo,CA,2022-09-17 15:54:50,43.4668,-80.5164,75.6,77,0,10.36
402,Mehamn,NO,2022-09-17 15:57:38,71.0357,27.8492,46.31,93,75,14.97
403,Ventspils,LV,2022-09-17 15:55:03,57.3894,21.5606,55.33,94,100,10.36
404,Tartus,SY,2022-09-17 15:57:38,34.889,35.8866,79.2,68,0,3.69
405,Bathsheba,BB,2022-09-17 15:57:39,13.2167,-59.5167,88.41,74,75,14.97
406,Grand Gaube,MU,2022-09-17 15:57:39,-20.0064,57.6608,72.37,68,1,8.01
407,El Prat De Llobregat,ES,2022-09-17 15:57:40,41.3278,2.0947,76.86,70,40,8.05
408,Oyek,RU,2022-09-17 15:57:40,52.5861,104.4556,44.98,69,20,2.48
409,Minab,IR,2022-09-17 15:57:40,27.1467,57.0801,91.11,49,0,4.25
410,Pervomayskiy,RU,2022-09-17 15:57:40,53.2485,40.2871,56.5,62,99,6.51
411,Honningsvag,NO,2022-09-17 15:57:41,70.9821,25.9704,46.15,93,100,19.57
412,Sakaide,JP,2022-09-17 15:57:41,34.3167,133.85,78.98,93,100,14.76
413,Koumac,NC,2022-09-17 15:58:42,-20.5667,164.2833,69.44,77,0,4.81
414,Champerico,GT,2022-09-17 15:58:42,14.3,-91.9167,82.94,73,57,3.2
415,Andros Town,BS,2022-09-17 15:58:42,24.7,-77.7667,87.76,67,23,15.14
416,Concarneau,FR,2022-09-17 15:58:43,47.875,-3.9225,68.83,49,9,4.59
417,Tarko-Sale,RU,2022-09-17 15:58:43,64.9225,77.785,50.13,64,99,13.2
418,Ukiah,US,2022-09-17 15:55:02,39.1502,-123.2078,61.05,82,0,3.44
419,Alyangula,AU,2022-09-17 15:58:43,-13.8483,136.4192,76.55,84,63,5.95
420,Zhanaozen,KZ,2022-09-17 15:58:44,43.3,52.8,76.59,29,13,5.41
421,Dauphin,CA,2022-09-17 15:58:44,51.1494,-100.0502,53.74,96,100,5.75
422,Boralday,KZ,2022-09-17 15:58:45,43.3578,76.8594,60.66,39,40,2.24
423,Shakhovskaya,RU,2022-09-17 15:58:45,56.0283,35.5097,53.71,56,90,14.07
424,Udachnyy,RU,2022-09-17 15:58:45,66.4167,112.4,30.45,86,85,23.78
425,Coari,BR,2022-09-17 15:58:46,-4.085,-63.1414,97.09,38,66,0.67
426,Anaco,VE,2022-09-17 15:58:46,9.4389,-64.4728,86.76,59,100,4.76
427,Pochutla,MX,2022-09-17 15:58:46,15.7432,-96.4661,71.82,93,100,0.47
428,Ewa Beach,US,2022-09-17 15:58:47,21.3156,-158.0072,75.02,88,95,3.0
429,Camopi,GF,2022-09-17 15:58:47,3.1655,-52.3158,96.44,33,13,4.94
430,Neuquen,AR,2022-09-17 15:57:25,-38.9516,-68.0591,51.69,46,0,4.61
431,Altay,CN,2022-09-17 15:58:48,47.8667,88.1167,46.53,37,0,4.27
432,Suoyarvi,RU,2022-09-17 15:58:48,62.0833,32.35,47.32,95,95,4.79
433,Port-De-Bouc,FR,2022-09-17 15:58:48,43.4,4.9833,71.76,38,0,35.68
434,Kangaatsiaq,GL,2022-09-17 15:58:49,68.3065,-53.4641,40.86,77,100,12.64
435,Araguacu,BR,2022-09-17 15:58:49,-12.9306,-49.8264,106.36,13,4,2.35
436,Buala,SB,2022-09-17 15:58:50,-8.145,159.5921,79.43,81,60,2.68
437,Vrnograc,BA,2022-09-17 15:58:50,45.1636,15.9536,48.47,97,100,6.96
438,Honiara,SB,2022-09-17 15:58:50,-9.4333,159.95,77.13,86,93,4.99
439,Urussanga,BR,2022-09-17 15:58:51,-28.5178,-49.3208,70.97,46,42,5.1
440,Mandalgovi,MN,2022-09-17 15:58:51,45.7625,106.2708,41.13,62,24,9.64
441,Los Llanos De Aridane,ES,2022-09-17 15:58:51,28.6585,-17.9182,76.75,82,20,16.11
442,Maniitsoq,GL,2022-09-17 15:58:52,65.4167,-52.9,45.82,88,100,5.84
443,Yoichi,JP,2022-09-17 15:58:52,43.2039,140.7703,67.41,88,99,6.8
444,Ust-Kuyga,RU,2022-09-17 15:58:52,70.0167,135.6,36.88,96,100,2.59
445,Seoul,KR,2022-09-17 15:54:12,37.5683,126.9778,74.8,91,0,5.75
446,Bratsk,RU,2022-09-17 15:58:53,56.1325,101.6142,45.09,84,95,5.03
447,Saint-Georges,GD,2022-09-17 15:58:47,12.0564,-61.7485,87.48,74,40,19.57
448,Dicabisagan,PH,2022-09-17 15:58:53,17.0818,122.4157,78.17,89,100,3.71
449,Karratha,AU,2022-09-17 15:58:54,-20.7377,116.8463,72.68,54,5,7.34
450,Mugur-Aksy,RU,2022-09-17 15:58:54,50.35,90.5,33.85,79,66,2.39
451,Katobu,ID,2022-09-17 15:58:54,-4.9408,122.5276,75.33,88,97,4.14
452,Bhiwani,IN,2022-09-17 15:58:55,28.7833,76.1333,84.38,63,30,10.42
453,Thap Khlo,TH,2022-09-17 15:58:55,16.16,100.5966,77.77,87,80,4.88
454,Necocli,CO,2022-09-17 15:58:55,8.4234,-76.786,82.17,73,98,7.27
455,Colombia,CU,2022-09-17 15:58:56,20.9881,-77.4297,92.14,49,10,13.09
456,Sao Joao Del Rei,BR,2022-09-17 15:55:03,-21.1356,-44.2617,69.22,49,75,9.33
457,Jackson,US,2022-09-17 15:58:24,42.4165,-122.8345,55.04,79,100,1.99
458,Broken Hill,AU,2022-09-17 15:58:57,-31.95,141.4333,48.56,73,13,8.61
459,Harboore,DK,2022-09-17 15:58:57,56.6175,8.1807,57.15,79,44,29.91
460,Iskateley,RU,2022-09-17 15:59:57,67.6803,53.1512,50.22,79,72,9.31
461,Mbandaka,CD,2022-09-17 15:59:58,0.0487,18.2603,77.27,77,96,2.75
462,Artigas,UY,2022-09-17 15:59:58,-30.4,-56.4667,72.72,53,75,17.96
463,Oranjemund,NA,2022-09-17 15:59:43,-28.55,16.4333,57.47,86,100,18.12
464,Chippewa Falls,US,2022-09-17 15:59:52,44.9369,-91.3929,74.98,76,89,11.05
465,Paranaiba,BR,2022-09-17 15:59:59,-19.6772,-51.1908,86.36,26,43,9.71
466,Kontagora,NG,2022-09-17 15:59:59,10.3999,5.4695,72.05,96,100,5.66
467,Upata,VE,2022-09-17 16:00:00,8.0086,-62.3989,83.43,68,84,3.06
468,Nadym,RU,2022-09-17 16:00:00,65.5333,72.5167,52.7,58,100,14.05
469,Jerusalem,IL,2022-09-17 16:00:01,31.769,35.2163,74.71,76,0,7.0
470,Kralendijk,BQ,2022-09-17 16:00:01,12.15,-68.2667,83.98,72,67,7.65
471,Silopi,TR,2022-09-17 16:00:02,37.2497,42.4694,89.51,14,0,4.52
472,Cessnock,AU,2022-09-17 16:00:03,-32.8333,151.35,59.99,68,1,8.12
473,Axim,GH,2022-09-17 16:00:04,4.8699,-2.2405,80.51,71,43,8.84
474,Shimoda,JP,2022-09-17 16:00:04,34.6667,138.95,75.11,91,100,12.73
475,Magdalena,PH,2022-09-17 16:00:05,14.1999,121.429,78.35,90,95,3.85
476,Trudarmeyskiy,RU,2022-09-17 16:00:06,54.132,86.4098,40.42,75,3,3.8
477,Amboasary,MG,2022-09-17 16:00:07,-25.0333,46.3833,74.57,60,46,6.46
478,Marfino,RU,2022-09-17 16:00:08,55.7028,37.3822,57.15,74,20,6.71
479,Trinidad,BO,2022-09-17 16:00:08,-14.8333,-64.9,93.56,29,3,6.26
480,Baturaja,ID,2022-09-17 16:00:09,-4.1333,104.1667,73.9,95,64,3.15
481,Hare Bay,CA,2022-09-17 16:00:12,48.8499,-54.0148,52.2,77,100,13.69
482,Richmond Hill,CA,2022-09-17 15:56:47,43.8711,-79.4372,72.01,78,78,6.8
483,Winnemucca,US,2022-09-17 16:00:13,40.973,-117.7357,67.32,24,96,3.65
484,Domna,RU,2022-09-17 16:00:14,51.8971,113.1573,41.16,93,94,2.24
485,Esmeraldas,BR,2022-09-17 16:00:15,-19.7625,-44.3139,65.21,74,100,8.19
486,Rosetta,EG,2022-09-17 16:00:16,31.4044,30.4164,78.24,58,0,12.86
487,Elat,IL,2022-09-17 16:00:20,29.5581,34.9482,93.34,32,0,10.56
488,Presidente Olegario,BR,2022-09-17 16:00:20,-18.4178,-46.4181,84.87,36,41,6.15
489,Santa Isabel Do Rio Negro,BR,2022-09-17 16:00:21,-0.4139,-65.0192,96.55,41,50,1.01
490,Talnakh,RU,2022-09-17 16:00:21,69.4865,88.3972,33.21,78,100,10.27
491,Palmer,US,2022-09-17 15:59:08,42.1584,-72.3287,68.58,53,10,2.91
492,Shuyskoye,RU,2022-09-17 16:00:22,59.3736,41.0305,49.96,85,79,5.95
493,Abalak,RU,2022-09-17 16:00:23,58.1286,68.5944,49.06,61,64,8.59
494,Qasigiannguit,GL,2022-09-17 16:00:24,68.8193,-51.1922,43.05,89,100,1.25
495,Haines Junction,CA,2022-09-17 16:00:24,60.7522,-137.5108,38.62,84,36,3.18
496,Zhigansk,RU,2022-09-17 16:00:25,66.7697,123.3711,30.09,88,88,10.63
497,Hofn,IS,2022-09-17 16:00:25,64.2539,-15.2082,46.2,83,100,6.93
498,Keti Bandar,PK,2022-09-17 16:00:26,24.1447,67.4497,82.89,68,100,12.26
499,Manicore,BR,2022-09-17 16:00:26,-5.8092,-61.3003,103.69,27,48,2.26
500,Sainte-Maxime,FR,2022-09-17 16:00:27,43.3,6.6333,81.52,37,18,15.57
501,Kemijarvi,FI,2022-09-17 16:00:28,66.7131,27.4306,48.49,97,100,8.75
502,Quetta,PK,2022-09-17 16:00:28,30.199,67.0097,74.14,29,0,3.04
503,Yukuhashi,JP,2022-09-17 16:00:28,33.7287,130.983,83.25,87,100,13.22
504,Bud,US,2022-09-17 16:00:29,39.447,-86.1758,80.89,65,81,7.63
505,Wawa,NG,2022-09-17 16:00:30,9.9022,4.4192,75.4,92,100,3.29
506,Cumberland,US,2022-09-17 16:00:23,35.0502,-78.8664,80.87,50,0,10.36
507,Tiarei,PF,2022-09-17 16:01:30,-17.5333,-149.3333,73.42,82,25,20.47
508,Vinh,VN,2022-09-17 16:01:30,18.6667,105.6667,79.84,86,72,2.04
509,Cardston,CA,2022-09-17 16:00:46,49.2,-113.3019,57.07,47,2,7.65
510,Laguna,US,2022-09-17 16:01:31,38.421,-121.4238,66.47,74,0,8.05
511,Trofors,NO,2022-09-17 16:01:31,65.5333,13.4063,55.27,77,99,1.83
512,Son La,VN,2022-09-17 16:01:32,21.3167,103.9,69.44,99,14,2.55
513,Berlevag,NO,2022-09-17 16:01:32,70.8578,29.0864,46.35,87,100,25.32
514,Manacapuru,BR,2022-09-17 16:01:32,-3.2997,-60.6206,93.09,44,97,0.29
515,Zhuzhou,CN,2022-09-17 16:00:17,27.8333,113.15,79.23,51,0,3.67
516,Muli,MV,2022-09-17 16:01:33,2.9167,73.5667,82.0,69,40,5.86
517,Malkangiri,IN,2022-09-17 16:01:33,18.35,81.9,76.71,92,100,1.92
518,Joshimath,IN,2022-09-17 16:01:33,30.5667,79.5667,65.35,87,99,3.04
519,Tchollire,CM,2022-09-17 16:01:34,8.4022,14.1698,73.98,90,100,2.1
520,Kamenka,RU,2022-09-17 16:01:34,51.3223,42.7678,60.06,58,77,3.58
521,Sechura,PE,2022-09-17 16:01:35,-5.5569,-80.8222,73.67,64,28,12.28
522,Beboto,TD,2022-09-17 16:01:35,8.2668,16.939,75.22,86,98,4.85
523,Nome,US,2022-09-17 16:01:35,64.5011,-165.4064,48.27,87,100,36.82
524,Mogadishu,SO,2022-09-17 16:01:36,2.0371,45.3438,77.04,83,36,18.16
525,Areka,ET,2022-09-17 16:01:36,7.0667,37.7,62.65,84,51,6.51
526,Namatanai,PG,2022-09-17 16:01:36,-3.6667,152.4333,78.4,76,99,6.49
527,Salym,RU,2022-09-17 16:01:37,60.0625,71.4789,50.45,67,99,7.4
528,Salta,AR,2022-09-17 16:00:37,-24.7859,-65.4117,77.58,25,0,6.91
529,Mocuba,MZ,2022-09-17 16:01:37,-16.8392,36.9856,78.73,53,1,11.63
530,Muros,ES,2022-09-17 16:01:38,42.7762,-9.0603,78.1,68,100,5.97
531,Makakilo City,US,2022-09-17 16:01:38,21.3469,-158.0858,73.62,88,93,5.44
532,Boa Vista,BR,2022-09-17 15:58:44,2.8197,-60.6733,87.78,58,75,6.91
533,Salinopolis,BR,2022-09-17 16:01:38,-0.6136,-47.3561,83.79,68,79,12.37
534,Araouane,ML,2022-09-17 16:01:39,18.9048,-3.5265,102.97,13,26,6.73
535,Kalmar,SE,2022-09-17 16:00:49,56.6616,16.3616,61.14,62,20,11.5
536,Ocos,GT,2022-09-17 16:01:39,14.5094,-92.1933,81.7,72,68,2.55
537,Lafiagi,NG,2022-09-17 16:01:40,8.8667,5.4167,77.23,89,100,2.21
538,Saint-Denis,FR,2022-09-17 16:01:40,48.9167,2.3333,65.93,42,0,14.97
539,Verdun,FR,2022-09-17 16:01:41,49.25,5.3333,58.15,78,66,12.59
540,Rafai,CF,2022-09-17 16:01:41,4.95,23.9167,72.0,94,85,4.21
541,Kudahuvadhoo,MV,2022-09-17 16:01:41,2.6708,72.8944,81.99,68,78,5.64
542,Erzin,TR,2022-09-17 16:01:42,36.9559,36.2,77.97,76,0,4.99
543,Marquette,US,2022-09-17 16:01:42,46.5333,-87.6335,74.82,85,60,9.17
544,Baymak,RU,2022-09-17 16:01:42,52.5933,58.3225,54.57,96,100,7.7
545,Terrace,CA,2022-09-17 16:01:43,54.5163,-128.6035,47.73,92,81,1.28
546,Poum,NC,2022-09-17 16:01:43,-20.2333,164.0167,74.16,71,0,16.98
547,Omboue,GA,2022-09-17 16:01:43,-1.5746,9.2618,77.9,74,86,10.96
548,Marystown,CA,2022-09-17 16:01:44,47.1666,-55.1483,57.81,65,64,23.89
549,Moree,AU,2022-09-17 16:01:44,-29.4667,149.85,49.55,61,2,7.2
